caseKey,caseName,caseDescription,caseWeight,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,timeToCorrectBadLaw,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,fastLaneRate,middleLaneRate,highRiskLaneRate,challengeExhaustionRate,falseNegativePassRate,publicWillReviewRate,publicSignalMovement,districtAlignment,crossBlocAdmissionRate,affectedGroupSponsorshipRate,averageCosponsors,proposalBondForfeiture,strategicDecoyRate,proposerAccessGini,welfarePerSubmittedBill,vetoes,overriddenVetoes
era-1-low-contention,Era 1 Low Contention,"Stylized low-contention legislature with several parties, high compromise culture, lower lobbying, and stronger constituency responsiveness.",1.000,current-system,Current U.S.-style system,7200,60.000,1582,13.183,60.000,0.220,1.000,0.709,0.697,0.156,0.342,0.780,0.000,0.000,0.000,0.000,0.520,0.056,0.184,0.157,0.863,0.523,0.268,0.000,0.000,0.000,0.137,0.000,0.000,0.049,0.086,0.000,0.666,0.000,0.000,0.000,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.153,386,4
era-1-low-contention,Era 1 Low Contention,"Stylized low-contention legislature with several parties, high compromise culture, lower lobbying, and stronger constituency responsiveness.",1.000,simple-majority,Unicameral simple majority,7200,60.000,3631,30.258,60.000,0.504,1.000,0.643,0.635,0.324,0.255,0.496,0.000,0.000,0.000,0.000,0.169,0.186,0.276,0.178,0.856,0.921,0.311,0.000,0.000,0.000,0.144,0.000,0.000,0.078,0.280,0.000,0.569,0.000,0.000,0.000,0.186,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.320,0,0
era-1-low-contention,Era 1 Low Contention,"Stylized low-contention legislature with several parties, high compromise culture, lower lobbying, and stronger constituency responsiveness.",1.000,supermajority-60,Unicameral 60 percent passage,7200,60.000,2109,17.575,60.000,0.293,1.000,0.694,0.686,0.203,0.322,0.707,0.000,0.000,0.000,0.000,0.383,0.081,0.203,0.159,0.867,0.727,0.270,0.000,0.000,0.000,0.133,0.000,0.000,0.055,0.119,0.000,0.646,0.000,0.000,0.000,0.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.201,0,0
era-1-low-contention,Era 1 Low Contention,"Stylized low-contention legislature with several parties, high compromise culture, lower lobbying, and stronger constituency responsiveness.",1.000,bicameral-majority,Bicameral simple majority,7200,60.000,2887,24.058,60.000,0.401,1.000,0.664,0.655,0.266,0.283,0.599,0.000,0.000,0.000,0.000,0.270,0.129,0.237,0.171,0.864,0.838,0.294,0.000,0.000,0.000,0.136,0.000,0.000,0.069,0.199,0.000,0.599,0.000,0.000,0.000,0.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.263,0,0
era-1-low-contention,Era 1 Low Contention,"Stylized low-contention legislature with several parties, high compromise culture, lower lobbying, and stronger constituency responsiveness.",1.000,presidential-veto,Bicameral majority + presidential veto,7200,60.000,2048,17.067,60.000,0.284,1.000,0.686,0.680,0.195,0.318,0.716,0.000,0.000,0.000,0.000,0.424,0.080,0.200,0.163,0.864,0.653,0.273,0.000,0.000,0.000,0.136,0.000,0.000,0.059,0.124,0.000,0.633,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.194,826,9
era-1-low-contention,Era 1 Low Contention,"Stylized low-contention legislature with several parties, high compromise culture, lower lobbying, and stronger constituency responsiveness.",1.000,default-pass,Default pass unless 2/3 block,7200,60.000,6060,50.500,60.000,0.842,1.000,0.579,0.560,0.487,0.176,0.158,0.000,0.000,0.000,0.327,0.014,0.455,0.404,0.202,0.835,1.000,0.385,0.000,0.000,0.000,0.165,0.000,0.000,0.116,0.668,0.000,0.466,0.000,0.000,0.000,0.455,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.471,0,0
era-1-low-contention,Era 1 Low Contention,"Stylized low-contention legislature with several parties, high compromise culture, lower lobbying, and stronger constituency responsiveness.",1.000,default-pass-challenge,Default pass + challenge vouchers,7200,60.000,4166,34.717,60.000,0.579,1.000,0.620,0.609,0.359,0.237,0.421,0.000,0.000,0.657,0.099,0.150,0.228,0.292,0.184,0.853,0.938,0.331,0.000,0.000,0.000,0.147,0.000,0.000,0.089,0.345,0.000,0.533,0.000,0.000,0.000,0.228,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.144,0.122,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.352,0,0
era-1-low-contention,Era 1 Low Contention,"Stylized low-contention legislature with several parties, high compromise culture, lower lobbying, and stronger constituency responsiveness.",1.000,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,7200,60.000,5608,46.733,60.000,0.779,1.000,0.616,0.537,0.480,0.251,0.221,0.000,0.000,0.608,0.079,0.108,0.257,0.274,0.206,0.856,0.935,0.433,0.000,0.000,0.000,0.144,0.579,0.169,0.093,0.759,0.142,0.505,0.000,0.000,0.000,0.257,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.136,0.163,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.418,0,0
era-1-low-contention,Era 1 Low Contention,"Stylized low-contention legislature with several parties, high compromise culture, lower lobbying, and stronger constituency responsiveness.",1.000,default-pass-constituent-citizen-panel,Default pass + constituent public will + citizen panel,7200,60.000,4100,34.167,60.000,0.569,1.000,0.608,0.631,0.346,0.236,0.431,0.000,0.000,0.000,0.107,0.011,0.222,0.292,0.180,0.890,0.977,0.300,0.000,0.000,0.000,0.110,0.000,0.000,0.090,0.266,0.000,0.540,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.402,0.551,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.286,0.438,0.000,0.000,0.000,0.000,0.000,0.073,0.359,0,0
era-1-low-contention,Era 1 Low Contention,"Stylized low-contention legislature with several parties, high compromise culture, lower lobbying, and stronger constituency responsiveness.",1.000,default-pass-adaptive-track-strict,Default pass + adaptive tracks strict,7200,60.000,3652,30.433,50.508,0.507,0.842,0.642,0.637,0.326,0.253,0.493,0.153,0.005,0.000,0.012,0.151,0.186,0.270,0.174,0.857,0.931,0.298,0.000,0.000,0.000,0.143,0.000,0.000,0.076,0.273,0.000,0.574,0.000,0.000,0.000,0.186,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.150,0.689,0.161,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.323,0,0
era-1-low-contention,Era 1 Low Contention,"Stylized low-contention legislature with several parties, high compromise culture, lower lobbying, and stronger constituency responsiveness.",1.000,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,7200,60.000,4437,36.975,36.975,0.616,0.616,0.733,0.684,0.452,0.639,0.384,0.384,0.000,0.000,0.000,0.001,0.004,0.003,0.158,0.885,0.972,0.273,0.000,0.000,0.000,0.115,0.616,0.256,0.038,0.025,0.000,0.679,0.000,0.000,0.000,0.004,0.000,0.001,0.002,6.000,0.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.093,0.422,0,0
era-1-low-contention,Era 1 Low Contention,"Stylized low-contention legislature with several parties, high compromise culture, lower lobbying, and stronger constituency responsiveness.",1.000,default-pass-affected-sponsor-gate,Default pass + affected-group sponsor gate,7200,60.000,3373,28.108,28.175,0.468,0.470,0.661,0.655,0.310,0.244,0.532,0.530,0.000,0.000,0.103,0.102,0.187,0.289,0.156,0.841,0.947,0.269,0.000,0.000,0.000,0.159,0.000,0.000,0.042,0.198,0.000,0.659,0.000,0.000,0.000,0.187,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.470,0.486,22.545,0.000,0.000,0.103,0.307,0,0
era-1-low-contention,Era 1 Low Contention,"Stylized low-contention legislature with several parties, high compromise culture, lower lobbying, and stronger constituency responsiveness.",1.000,default-pass-public-objection,Default pass + public objection window,7200,60.000,4554,37.950,60.000,0.633,1.000,0.614,0.608,0.388,0.221,0.368,0.000,0.000,0.000,0.153,0.075,0.261,0.304,0.180,0.848,0.965,0.314,0.000,0.000,0.000,0.152,0.000,0.000,0.087,0.356,0.000,0.533,0.000,0.000,0.000,0.261,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.496,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.384,0,0
era-1-low-contention,Era 1 Low Contention,"Stylized low-contention legislature with several parties, high compromise culture, lower lobbying, and stronger constituency responsiveness.",1.000,default-pass-law-registry,Default pass + law registry,7200,60.000,6236,51.967,60.000,0.866,1.000,0.602,0.553,0.522,0.204,0.134,0.000,0.000,0.000,0.274,0.013,0.636,0.406,0.204,0.823,0.995,0.391,0.000,0.000,0.000,0.177,0.000,0.000,0.120,0.720,0.000,0.466,0.592,0.469,5.105,0.636,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.479,0,0
era-2-normal,Era 2 Normal Contention,Stylized ordinary-contention legislature with two major parties plus minors and moderate party loyalty.,1.000,current-system,Current U.S.-style system,7200,60.000,1057,8.808,60.000,0.147,1.000,0.696,0.715,0.102,0.360,0.853,0.000,0.000,0.000,0.000,0.635,0.034,0.168,0.178,0.848,0.425,0.304,0.000,0.000,0.000,0.152,0.000,0.000,0.050,0.056,0.000,0.677,0.000,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.105,343,7
era-2-normal,Era 2 Normal Contention,Stylized ordinary-contention legislature with two major parties plus minors and moderate party loyalty.,1.000,simple-majority,Unicameral simple majority,7200,60.000,2893,24.108,60.000,0.402,1.000,0.623,0.640,0.250,0.251,0.598,0.000,0.000,0.000,0.000,0.253,0.152,0.295,0.194,0.843,0.862,0.352,0.000,0.000,0.000,0.157,0.000,0.000,0.076,0.178,0.000,0.574,0.000,0.000,0.000,0.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.257,0,0
era-2-normal,Era 2 Normal Contention,Stylized ordinary-contention legislature with two major parties plus minors and moderate party loyalty.,1.000,supermajority-60,Unicameral 60 percent passage,7200,60.000,1415,11.792,60.000,0.197,1.000,0.682,0.702,0.134,0.342,0.803,0.000,0.000,0.000,0.000,0.531,0.049,0.192,0.181,0.850,0.549,0.313,0.000,0.000,0.000,0.150,0.000,0.000,0.052,0.066,0.000,0.657,0.000,0.000,0.000,0.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.138,0,0
era-2-normal,Era 2 Normal Contention,Stylized ordinary-contention legislature with two major parties plus minors and moderate party loyalty.,1.000,bicameral-majority,Bicameral simple majority,7200,60.000,2208,18.400,60.000,0.307,1.000,0.645,0.660,0.198,0.281,0.693,0.000,0.000,0.000,0.000,0.369,0.101,0.251,0.193,0.843,0.732,0.345,0.000,0.000,0.000,0.157,0.000,0.000,0.068,0.129,0.000,0.604,0.000,0.000,0.000,0.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.202,0,0
era-2-normal,Era 2 Normal Contention,Stylized ordinary-contention legislature with two major parties plus minors and moderate party loyalty.,1.000,presidential-veto,Bicameral majority + presidential veto,7200,60.000,1516,12.633,60.000,0.211,1.000,0.661,0.687,0.139,0.314,0.789,0.000,0.000,0.000,0.000,0.530,0.061,0.217,0.183,0.842,0.562,0.324,0.000,0.000,0.000,0.158,0.000,0.000,0.058,0.088,0.000,0.635,0.000,0.000,0.000,0.061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.145,647,11
era-2-normal,Era 2 Normal Contention,Stylized ordinary-contention legislature with two major parties plus minors and moderate party loyalty.,1.000,default-pass,Default pass unless 2/3 block,7200,60.000,6038,50.317,60.000,0.839,1.000,0.557,0.532,0.467,0.148,0.161,0.000,0.000,0.000,0.383,0.017,0.536,0.504,0.227,0.824,0.994,0.471,0.000,0.000,0.000,0.176,0.000,0.000,0.135,0.728,0.000,0.438,0.000,0.000,0.000,0.536,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.446,0,0
era-2-normal,Era 2 Normal Contention,Stylized ordinary-contention legislature with two major parties plus minors and moderate party loyalty.,1.000,default-pass-challenge,Default pass + challenge vouchers,7200,60.000,3289,27.408,60.000,0.457,1.000,0.605,0.621,0.277,0.239,0.543,0.000,0.000,0.730,0.103,0.230,0.168,0.283,0.196,0.845,0.894,0.357,0.000,0.000,0.000,0.155,0.000,0.000,0.086,0.227,0.000,0.544,0.000,0.000,0.000,0.168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.115,0.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.284,0,0
era-2-normal,Era 2 Normal Contention,Stylized ordinary-contention legislature with two major parties plus minors and moderate party loyalty.,1.000,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,7200,60.000,5321,44.342,60.000,0.739,1.000,0.590,0.511,0.436,0.245,0.261,0.000,0.000,0.593,0.118,0.156,0.249,0.292,0.236,0.849,0.879,0.551,0.000,0.000,0.000,0.151,0.639,0.210,0.100,0.691,0.183,0.485,0.000,0.000,0.000,0.249,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.182,0.203,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.377,0,0
era-2-normal,Era 2 Normal Contention,Stylized ordinary-contention legislature with two major parties plus minors and moderate party loyalty.,1.000,default-pass-constituent-citizen-panel,Default pass + constituent public will + citizen panel,7200,60.000,3476,28.967,60.000,0.483,1.000,0.587,0.636,0.284,0.225,0.517,0.000,0.000,0.000,0.146,0.006,0.209,0.335,0.192,0.882,0.983,0.327,0.000,0.000,0.000,0.118,0.000,0.000,0.092,0.194,0.000,0.537,0.000,0.000,0.000,0.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.348,0.527,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.282,0.418,0.000,0.000,0.000,0.000,0.000,0.067,0.307,0,0
era-2-normal,Era 2 Normal Contention,Stylized ordinary-contention legislature with two major parties plus minors and moderate party loyalty.,1.000,default-pass-adaptive-track-strict,Default pass + adaptive tracks strict,7200,60.000,2899,24.158,47.250,0.403,0.788,0.621,0.647,0.250,0.246,0.597,0.202,0.011,0.000,0.023,0.221,0.155,0.298,0.185,0.841,0.874,0.324,0.000,0.000,0.000,0.159,0.000,0.000,0.074,0.183,0.000,0.582,0.000,0.000,0.000,0.155,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.124,0.658,0.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.078,0.260,0,0
era-2-normal,Era 2 Normal Contention,Stylized ordinary-contention legislature with two major parties plus minors and moderate party loyalty.,1.000,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,7200,60.000,4248,35.400,35.400,0.590,0.590,0.706,0.668,0.417,0.579,0.410,0.410,0.000,0.000,0.002,0.000,0.004,0.004,0.178,0.867,0.957,0.319,0.000,0.000,0.000,0.133,0.590,0.283,0.041,0.025,0.000,0.667,0.000,0.000,0.000,0.004,0.000,0.001,0.002,6.000,0.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.092,0.394,0,0
era-2-normal,Era 2 Normal Contention,Stylized ordinary-contention legislature with two major parties plus minors and moderate party loyalty.,1.000,default-pass-affected-sponsor-gate,Default pass + affected-group sponsor gate,7200,60.000,2610,21.750,21.758,0.363,0.363,0.645,0.673,0.234,0.251,0.638,0.637,0.000,0.000,0.093,0.201,0.139,0.294,0.158,0.804,0.908,0.274,0.000,0.000,0.000,0.196,0.000,0.000,0.039,0.105,0.000,0.674,0.000,0.000,0.000,0.139,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.363,0.391,13.893,0.000,0.000,0.097,0.244,0,0
